id,ts,actor_id,actor_tipo,ip_address,accion,entidad,entidad_id,antes,despues,extra,exito
15,2025-11-03 19:33:01,2036,enfermera,83.52.67.121,create,Centros,1016,,"{""fecha"":""2025-11-03 19:33:01"",""id_centro"":1016,""nombre"":""centrodepruebasdeRamon"",""visible"":1}","{""endpoint"":""admin_nuevo.php"",""nombre"":""centrodepruebasdeRamon""}",1
16,2025-11-03 19:33:02,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
17,2025-11-03 19:33:08,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
18,2025-11-03 19:33:34,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
19,2025-11-03 19:33:34,2036,enfermera,83.52.67.121,create,Enfermeras,2075,,"{""fecha"":""2025-11-03 19:33:34"",""id_enfermera"":2075,""rol"":10,""edad"":1,""sexo"":""Mujer"",""id_centro"":1016,""contacto"":null,""nombre"":""enf01_ramon"",""login"":""enf01_ramon"",""visible"":1,""restablecerPwd"":0}","{""endpoint"":""admin_nuevo.php"",""centro"":1016,""rol"":10}",1
20,2025-11-03 19:33:36,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
21,2025-11-03 19:35:14,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
22,2025-11-03 19:35:19,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
23,2025-11-03 19:35:19,2036,enfermera,83.52.67.121,create,Pacientes,174,,"{""fecha"":""2025-11-03 19:35:19"",""id_paciente"":174,""id_centro"":1016,""login"":""centrodepruebasderamon012"",""pswrd"":""$2y$10$SLlChpJD..3VMhzlqkvm9uBHxNELTt7DECYx6\/mtf9uC3ltZF7O4C"",""nombre"":""centrodepruebasderamon012"",""tieneCubo"":0,""tieneApp"":1,""tieneAlexa"":0,""visible"":1,""restablecerPwd"":1}","{""endpoint"":""admin_nuevo.php"",""centro"":1016}",1
24,2025-11-03 19:35:22,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
25,2025-11-03 19:36:19,2036,enfermera,83.52.67.121,delete,Pacientes,174,"{""paciente"":{""fecha"":""2025-11-03 19:35:19"",""id_paciente"":174,""id_centro"":1016,""login"":""centrodepruebasderamon012"",""pswrd"":""$2y$10$SLlChpJD..3VMhzlqkvm9uBHxNELTt7DECYx6\/mtf9uC3ltZF7O4C"",""nombre"":""centrodepruebasderamon012"",""tieneCubo"":0,""tieneApp"":1,""tieneAlexa"":0,""visible"":1,""restablecerPwd"":1},""sensores"":[],""pacientes_enfermeras"":[]}",,"{""endpoint"":""admin_eliminar.php"",""subops"":{""pacientes.visible=0"":true,""sensores.unassign"":true,""pacientes_enfermeras.delete"":true}}",1
26,2025-11-03 19:36:20,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
27,2025-11-03 19:37:27,2036,enfermera,83.52.67.121,delete,Centros,1016,"{""centro"":{""fecha"":""2025-11-03 19:33:01"",""id_centro"":1016,""nombre"":""centrodepruebasdeRamon"",""visible"":1},""sensores"":[],""pacientes"":[],""enfermeras"":[{""id_enfermera"":2075,""nombre"":""enf01_ramon""}]}",,"{""endpoint"":""admin_eliminar.php"",""cascade"":[""sensores.visible=0, id_centro=0, id_paciente=0"",""pacientes.visible=0"",""enfermeras.visible=0"",""pacientes_enfermeras.delete""]}",1
28,2025-11-03 19:37:28,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
29,2025-11-03 19:52:55,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
30,2025-11-03 19:53:03,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
31,2025-11-03 19:53:03,2036,enfermera,83.52.67.121,create,Centros,1017,,"{""fecha"":""2025-11-03 19:53:03"",""id_centro"":1017,""nombre"":""pruebaRamonLunes"",""visible"":1}","{""endpoint"":""admin_nuevo.php"",""nombre"":""pruebaRamonLunes""}",1
32,2025-11-03 19:53:05,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
33,2025-11-03 19:53:13,2036,enfermera,83.52.67.121,page_view,Centros,1017,,,"{""page"":""admin_editar.php""}",1
34,2025-11-03 19:53:19,2036,enfermera,83.52.67.121,page_view,admin,-,,,"{""page"":""admin_editar.php""}",1
35,2025-11-03 19:53:19,2036,enfermera,83.52.67.121,update,Centros,1017,"{""fecha"":""2025-11-03 19:53:03"",""id_centro"":1017,""nombre"":""pruebaRamonLunes"",""visible"":1}","{""fecha"":""2025-11-03 19:53:19"",""id_centro"":1017,""nombre"":""pruebaRamonLunes3nov"",""visible"":1}","{""via"":""admin_editar.php""}",1
36,2025-11-03 19:53:21,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
37,2025-11-03 19:53:45,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
38,2025-11-03 19:59:36,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
39,2025-11-03 19:59:40,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
40,2025-11-03 19:59:46,2036,enfermera,83.52.67.121,page_view,logs,-,,,"{""page"":""ver_logs.php""}",1
41,2025-11-03 20:05:40,2036,enfermera,83.52.67.121,page_view,logs,-,,,"{""page"":""ver_logs.php""}",1
42,2025-11-03 20:06:06,2036,enfermera,83.52.67.121,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
43,2025-11-03 20:06:24,2036,enfermera,83.52.67.121,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
44,2025-11-03 20:06:32,2036,enfermera,83.52.67.121,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
45,2025-11-03 20:07:48,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
46,2025-11-03 20:11:03,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
47,2025-11-03 20:11:08,2036,enfermera,83.52.67.121,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
48,2025-11-03 20:11:18,2036,enfermera,83.52.67.121,open,Pacientes,171,,,"{""page"":""ver_paciente.php""}",1
49,2025-11-03 20:11:23,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
50,2025-11-03 20:12:44,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
51,2025-11-03 20:12:48,2036,enfermera,83.52.67.121,page_view,Admin,admin_nuevo,,,"{""page"":""admin_nuevo.php""}",1
52,2025-11-03 20:12:48,2036,enfermera,83.52.67.121,create,Pacientes,175,,"{""fecha"":""2025-11-03 20:12:48"",""id_paciente"":175,""id_centro"":1017,""login"":""pruebaramonlunes3nov171"",""pswrd"":""$2y$10$WGkcalb9hZUjU5YeJKTxWO43Bx6uSBKNAHfhXmBBBjueTwTWQChbW"",""nombre"":""pruebaramonlunes3nov171"",""tieneCubo"":0,""tieneApp"":1,""tieneAlexa"":0,""visible"":1,""restablecerPwd"":1}","{""endpoint"":""admin_nuevo.php"",""centro"":1017}",1
53,2025-11-03 20:12:54,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
54,2025-11-03 20:13:10,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
55,2025-11-03 20:13:11,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
56,2025-11-03 20:13:32,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
57,2025-11-03 20:13:34,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
58,2025-11-03 20:13:35,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
59,2025-11-03 20:13:36,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
60,2025-11-03 20:13:38,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
61,2025-11-03 20:13:39,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
62,2025-11-03 20:29:09,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
63,2025-11-03 20:29:15,2036,enfermera,83.52.67.121,open,Pacientes,175,,,"{""page"":""ver_paciente.php""}",1
64,2025-11-03 20:30:41,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
65,2025-11-03 20:31:02,2036,enfermera,83.52.67.121,open,Pacientes,175,,,"{""page"":""ver_paciente.php""}",1
66,2025-11-03 20:31:08,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
67,2025-11-03 20:31:11,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
68,2025-11-03 20:31:38,2036,enfermera,83.52.67.121,app_desactivar,Pacientes,175,"{""tieneApp"":1}","{""tieneApp"":0}","{""by_enfermera"":2036}",1
69,2025-11-03 20:31:38,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
70,2025-11-03 20:31:40,2036,enfermera,83.52.67.121,alexa_activar,Pacientes,175,"{""tieneAlexa"":0}","{""tieneAlexa"":1}","{""by_enfermera"":2036}",1
71,2025-11-03 20:31:40,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
72,2025-11-03 20:31:42,2036,enfermera,83.52.67.121,avisos_suscribir,Pacientes,175,"{""suscrito"":false}","{""suscrito"":true}","{""by_enfermera"":2036}",1
73,2025-11-03 20:31:42,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
74,2025-11-03 20:32:05,2036,enfermera,83.52.67.121,app_activar,Pacientes,175,"{""tieneApp"":0}","{""tieneApp"":1}","{""by_enfermera"":2036}",1
75,2025-11-03 20:32:05,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
76,2025-11-03 20:32:06,2036,enfermera,83.52.67.121,alexa_desactivar,Pacientes,175,"{""tieneAlexa"":1}","{""tieneAlexa"":0}","{""by_enfermera"":2036}",1
77,2025-11-03 20:32:06,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
78,2025-11-03 20:32:07,2036,enfermera,83.52.67.121,avisos_dar_baja,Pacientes,175,"{""suscrito"":true}","{""suscrito"":false}","{""by_enfermera"":2036}",1
79,2025-11-03 20:32:07,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
80,2025-11-03 20:32:11,2036,enfermera,83.52.67.121,page_view,Pacientes,175,,,"{""page"":""admin_editar.php""}",1
81,2025-11-03 20:32:37,2036,enfermera,83.52.67.121,page_view,admin,-,,,"{""page"":""admin_editar.php""}",1
82,2025-11-03 20:33:06,2036,enfermera,83.52.67.121,avisos_suscribir,Pacientes,175,"{""suscrito"":false}","{""suscrito"":true}","{""by_enfermera"":2036}",1
83,2025-11-03 20:33:06,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
84,2025-11-03 20:33:30,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
85,2025-11-03 20:33:32,2036,enfermera,83.52.67.121,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
86,2025-11-03 20:33:40,2036,enfermera,83.52.67.121,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
87,2025-11-03 20:33:58,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
88,2025-11-04 08:26:17,2072,enfermera,178.139.41.207,page_view,Enfermeras,2072,,,"{""page"":""enfermera.php""}",1
89,2025-11-04 08:26:19,2072,enfermera,178.139.41.207,page_view,Enfermeras,2072,,,"{""page"":""enfermera.php""}",1
90,2025-11-04 08:28:00,2060,enfermera,178.139.41.207,page_view,Enfermeras,2060,,,"{""page"":""enfermera.php""}",1
91,2025-11-04 08:28:01,2060,enfermera,178.139.41.207,page_view,Enfermeras,2060,,,"{""page"":""enfermera.php""}",1
92,2025-11-04 08:40:21,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
93,2025-11-04 08:40:25,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
94,2025-11-04 08:40:53,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
95,2025-11-04 09:14:34,2071,enfermera,178.139.41.207,page_view,Enfermeras,2071,,,"{""page"":""enfermera.php""}",1
96,2025-11-04 09:14:36,2071,enfermera,178.139.41.207,page_view,Enfermeras,2071,,,"{""page"":""enfermera.php""}",1
97,2025-11-04 09:14:43,2071,enfermera,178.139.41.207,page_view,Enfermeras,2071,,,"{""page"":""enfermera.php""}",1
98,2025-11-04 09:14:58,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
99,2025-11-04 09:15:04,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
100,2025-11-04 09:15:34,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
101,2025-11-04 09:17:23,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
102,2025-11-04 09:24:19,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
103,2025-11-04 09:24:21,2036,enfermera,"156.35.173.130",page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
104,2025-11-04 09:25:28,2036,enfermera,"156.35.173.130",page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
105,2025-11-04 09:25:48,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
106,2025-11-04 09:26:15,2047,enfermera,"156.35.173.130",page_view,Enfermeras,2047,,,"{""page"":""enfermera.php""}",1
107,2025-11-04 09:27:30,2047,enfermera,"156.35.173.130",open,Pacientes,171,,,"{""page"":""ver_paciente.php""}",1
108,2025-11-04 09:27:33,2047,enfermera,"156.35.173.130",open,Pacientes,157,,,"{""page"":""ver_paciente.php""}",1
109,2025-11-04 09:27:35,2047,enfermera,"156.35.173.130",page_view,Enfermeras,2047,,,"{""page"":""enfermera.php""}",1
110,2025-11-04 09:27:37,2047,enfermera,"156.35.173.130",open,Pacientes,160,,,"{""page"":""ver_paciente.php""}",1
111,2025-11-04 09:27:38,2047,enfermera,"156.35.173.130",page_view,Enfermeras,2047,,,"{""page"":""enfermera.php""}",1
112,2025-11-04 09:27:40,2047,enfermera,"156.35.173.130",open,Pacientes,159,,,"{""page"":""ver_paciente.php""}",1
113,2025-11-04 09:27:41,2047,enfermera,"156.35.173.130",page_view,Enfermeras,2047,,,"{""page"":""enfermera.php""}",1
114,2025-11-04 09:27:43,2047,enfermera,"156.35.173.130",open,Pacientes,158,,,"{""page"":""ver_paciente.php""}",1
115,2025-11-04 09:27:44,2047,enfermera,"156.35.173.130",page_view,Enfermeras,2047,,,"{""page"":""enfermera.php""}",1
116,2025-11-04 09:29:18,2036,enfermera,"156.35.173.130",page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
117,2025-11-04 09:32:36,2047,enfermera,"156.35.173.130",page_view,Enfermeras,2047,,,"{""page"":""enfermera.php""}",1
118,2025-11-04 09:36:04,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
119,2025-11-04 09:36:07,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
120,2025-11-04 09:36:13,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
121,2025-11-04 09:36:16,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
122,2025-11-04 09:36:25,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
123,2025-11-04 09:37:11,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
124,2025-11-04 11:08:08,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
125,2025-11-04 11:08:09,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
126,2025-11-04 11:08:11,2036,enfermera,"156.35.173.130",page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
127,2025-11-04 11:08:13,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
128,2025-11-04 11:08:14,2036,enfermera,"156.35.173.130",open,Pacientes,171,,,"{""page"":""ver_paciente.php""}",1
129,2025-11-04 11:08:16,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
130,2025-11-04 11:08:30,2036,enfermera,"156.35.173.130",page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
131,2025-11-04 11:08:50,2036,enfermera,"156.35.173.130",page_view,Sensores,E0:5A:1B:E2:D4:44,,,"{""page"":""admin_editar.php""}",1
132,2025-11-04 11:09:00,2036,enfermera,"156.35.173.130",page_view,admin,-,,,"{""page"":""admin_editar.php""}",1
133,2025-11-04 11:09:00,2036,enfermera,"156.35.173.130",update,Sensores,E0:5A:1B:E2:D4:44,"{""fecha"":""2025-11-04 09:45:43"",""MAC"":""E0:5A:1B:E2:D4:44"",""id_centro"":1014,""id_paciente"":171,""tipo"":1,""telegram"":1,""activo"":1,""bateria"":0,""nick"":""Cubo 4.6"",""enfermeria"":"""",""probandolo"":"""",""visible"":1,""id_alexa"":""""}","{""fecha"":""2025-11-04 11:09:00"",""MAC"":""E0:5A:1B:E2:D4:44"",""id_centro"":1014,""id_paciente"":159,""tipo"":1,""telegram"":1,""activo"":1,""bateria"":0,""nick"":""Cubo 4.6"",""enfermeria"":"""",""probandolo"":"""",""visible"":1,""id_alexa"":""""}","{""via"":""admin_editar.php"",""old_paciente"":171,""new_paciente"":159}",1
134,2025-11-04 11:09:01,2036,enfermera,"156.35.173.130",page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
135,2025-11-04 11:13:58,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
136,2025-11-04 11:14:03,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
137,2025-11-04 11:14:26,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
138,2025-11-04 12:03:12,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
139,2025-11-04 12:58:02,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
140,2025-11-04 12:59:06,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
141,2025-11-04 19:36:07,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
142,2025-11-04 19:36:23,2036,enfermera,83.52.67.121,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
143,2025-11-05 09:12:13,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
144,2025-11-05 09:12:23,2036,enfermera,"156.35.173.130",page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
145,2025-11-05 09:19:05,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
146,2025-11-05 09:19:07,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
147,2025-11-05 09:19:38,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
148,2025-11-05 09:20:38,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
149,2025-11-05 10:26:33,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
150,2025-11-05 10:50:05,2036,enfermera,"156.35.173.130",open,Pacientes,171,,,"{""page"":""ver_paciente.php""}",1
151,2025-11-05 10:50:08,2036,enfermera,"156.35.173.130",page_view,Pacientes,171,,,"{""page"":""grafico_dia.php"",""g"":0,""dias"":7}",1
152,2025-11-05 12:24:49,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
153,2025-11-05 12:24:59,2036,enfermera,"156.35.173.130",open,Pacientes,159,,,"{""page"":""ver_paciente.php""}",1
154,2025-11-05 12:25:01,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
155,2025-11-05 12:28:51,2036,enfermera,"156.35.173.130",page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
156,2025-11-05 13:14:58,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
157,2025-11-05 13:16:10,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
158,2025-11-05 13:16:16,2036,enfermera,"156.35.173.130",page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
159,2025-11-07 09:04:38,2036,enfermera,156.35.225.74,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
160,2025-11-07 09:05:09,2036,enfermera,156.35.225.74,open,Pacientes,159,,,"{""page"":""ver_paciente.php""}",1
161,2025-11-07 09:05:15,2036,enfermera,156.35.225.74,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
162,2025-11-07 09:05:26,2036,enfermera,156.35.225.74,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
163,2025-11-07 09:05:43,2036,enfermera,156.35.225.74,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
164,2025-11-07 18:27:15,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
165,2025-11-07 18:27:21,2036,enfermera,83.52.67.121,page_view,AuditLog,ver_logs,,,"{""page"":""ver_logs.php""}",1
166,2025-11-09 20:42:26,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
167,2025-11-09 20:42:39,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
168,2025-11-09 20:42:45,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""admin_editar.php""}",1
169,2025-11-09 20:42:48,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
170,2025-11-09 20:43:15,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""enfermera.php""}",1
171,2025-11-09 20:43:20,2036,enfermera,83.52.67.121,page_view,Admin,2036,,,"{""page"":""admin_secretaria.php"",""rol"":30,""id_centro"":1}",1
172,2025-11-09 20:43:22,2036,enfermera,83.52.67.121,page_view,Enfermeras,2036,,,"{""page"":""admin_editar.php""}",1
